Jahr;GKZ;Geschlecht;erwerbsalter;gruppe_5;gruppe_15;Anzahl
2014;20911;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2014;20911;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2014;20911;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2014;20912;männlich;15 bis 64 Jahre;30 bis 34 Jahre;30 bis 49 Jahre;1
2014;20912;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2014;20912;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2014;20913;männlich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;1
2014;20913;weiblich;15 bis 64 Jahre;20 bis 24 Jahre;15 bis 29 Jahre;1
2014;20913;weiblich;15 bis 64 Jahre;40 bis 44 Jahre;30 bis 49 Jahre;1
2014;20913;weiblich;15 bis 64 Jahre;45 bis 49 Jahre;30 bis 49 Jahre;1
2014;20913;weiblich;65 Jahre und älter;100 Jahre und älter;85 Jahre und älter;1
2014;20913;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2014;20913;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;1
2014;20914;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2014;20914;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2014;20914;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2014;20914;weiblich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;1
2014;20914;weiblich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2014;20918;männlich;15 bis 64 Jahre;20 bis 24 Jahre;15 bis 29 Jahre;1
2014;20918;männlich;15 bis 64 Jahre;45 bis 49 Jahre;30 bis 49 Jahre;1
2014;20918;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;1
2014;20918;weiblich;15 bis 64 Jahre;45 bis 49 Jahre;30 bis 49 Jahre;1
2014;20918;weiblich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;1
2014;20918;weiblich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2014;20918;weiblich;65 Jahre und älter;100 Jahre und älter;85 Jahre und älter;1
2014;20918;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2014;20918;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2014;20923;männlich;15 bis 64 Jahre;25 bis 29 Jahre;15 bis 29 Jahre;1
2014;20923;männlich;15 bis 64 Jahre;35 bis 39 Jahre;30 bis 49 Jahre;1
2014;20923;weiblich;65 Jahre und älter;100 Jahre und älter;85 Jahre und älter;1
2014;20923;weiblich;unter 15 Jahre;10 bis 14 Jahre;unter 15 Jahre;1
2014;21001;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2014;21001;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2014;21001;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2014;21001;weiblich;15 bis 64 Jahre;35 bis 39 Jahre;30 bis 49 Jahre;1
2014;21001;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2014;21002;männlich;15 bis 64 Jahre;35 bis 39 Jahre;30 bis 49 Jahre;1
2014;21002;männlich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;1
2014;21002;weiblich;15 bis 64 Jahre;40 bis 44 Jahre;30 bis 49 Jahre;1
2014;21002;weiblich;15 bis 64 Jahre;45 bis 49 Jahre;30 bis 49 Jahre;1
2014;21002;weiblich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2014;21002;weiblich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2014;21002;weiblich;65 Jahre und älter;100 Jahre und älter;85 Jahre und älter;1
2014;21002;weiblich;unter 15 Jahre;unter 5 Jahre;unter 15 Jahre;1
2014;21003;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2014;21003;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2014;21003;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2014;21003;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2014;21003;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2014;21004;männlich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;1
2014;21004;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2014;21004;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2014;21004;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2014;21004;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;1
2014;21005;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2014;21005;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2014;21005;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2014;21005;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;1
2014;21005;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2014;21005;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2014;21006;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2014;21006;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2014;21006;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2014;21006;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;1
2014;21007;männlich;15 bis 64 Jahre;45 bis 49 Jahre;30 bis 49 Jahre;1
2014;21007;männlich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;1
2014;21007;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2014;21007;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2014;21007;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2014;21007;männlich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;1
2014;21007;weiblich;15 bis 64 Jahre;45 bis 49 Jahre;30 bis 49 Jahre;1
2014;21007;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2014;21007;weiblich;unter 15 Jahre;unter 5 Jahre;unter 15 Jahre;1
2014;21008;männlich;15 bis 64 Jahre;30 bis 34 Jahre;30 bis 49 Jahre;1
2014;21008;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2014;21008;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2014;21008;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2014;21009;männlich;15 bis 64 Jahre;15 bis 19 Jahre;15 bis 29 Jahre;1
2014;21009;männlich;15 bis 64 Jahre;40 bis 44 Jahre;30 bis 49 Jahre;1
2014;21009;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2014;21009;männlich;65 Jahre und älter;100 Jahre und älter;85 Jahre und älter;1
2014;21009;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2014;21009;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;1
2014;21009;weiblich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2014;21009;weiblich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2014;21009;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2014;21010;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2014;21010;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2014;21010;weiblich;65 Jahre und älter;100 Jahre und älter;85 Jahre und älter;1
2014;21010;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2014;21010;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;1
2014;21010;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;1
2015;20101;männlich;65 Jahre und älter;100 Jahre und älter;85 Jahre und älter;1
2015;20101;männlich;unter 15 Jahre;10 bis 14 Jahre;unter 15 Jahre;1
2015;20101;weiblich;15 bis 64 Jahre;15 bis 19 Jahre;15 bis 29 Jahre;1
2015;20101;weiblich;15 bis 64 Jahre;25 bis 29 Jahre;15 bis 29 Jahre;1
2015;20201;männlich;15 bis 64 Jahre;15 bis 19 Jahre;15 bis 29 Jahre;1
2015;20201;männlich;15 bis 64 Jahre;25 bis 29 Jahre;15 bis 29 Jahre;1
2015;20201;männlich;15 bis 64 Jahre;40 bis 44 Jahre;30 bis 49 Jahre;1
2015;20201;weiblich;15 bis 64 Jahre;25 bis 29 Jahre;15 bis 29 Jahre;1
2015;20201;weiblich;unter 15 Jahre;unter 5 Jahre;unter 15 Jahre;1
2015;20302;weiblich;65 Jahre und älter;100 Jahre und älter;85 Jahre und älter;1
2015;20302;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;1
2015;20302;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;1
2015;20305;männlich;15 bis 64 Jahre;30 bis 34 Jahre;30 bis 49 Jahre;1
2015;20305;männlich;15 bis 64 Jahre;40 bis 44 Jahre;30 bis 49 Jahre;1
2015;20305;männlich;15 bis 64 Jahre;45 bis 49 Jahre;30 bis 49 Jahre;1
2015;20305;weiblich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;1
2015;20305;weiblich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2015;20305;weiblich;65 Jahre und älter;100 Jahre und älter;85 Jahre und älter;1
2015;20306;männlich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;1
2015;20306;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2015;20306;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2015;20306;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20306;weiblich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2015;20306;weiblich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2015;20306;weiblich;65 Jahre und älter;100 Jahre und älter;85 Jahre und älter;1
2015;20307;männlich;15 bis 64 Jahre;20 bis 24 Jahre;15 bis 29 Jahre;1
2015;20307;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2015;20307;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20307;männlich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;1
2015;20307;weiblich;15 bis 64 Jahre;40 bis 44 Jahre;30 bis 49 Jahre;1
2015;20307;weiblich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2015;20316;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2015;20316;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20316;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20316;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20316;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;1
2015;20320;männlich;15 bis 64 Jahre;15 bis 19 Jahre;15 bis 29 Jahre;1
2015;20320;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20320;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2015;20320;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20320;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2015;20321;männlich;15 bis 64 Jahre;40 bis 44 Jahre;30 bis 49 Jahre;1
2015;20321;männlich;15 bis 64 Jahre;45 bis 49 Jahre;30 bis 49 Jahre;1
2015;20321;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2015;20321;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20321;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2015;20321;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20321;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2015;20402;männlich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;1
2015;20402;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;1
2015;20402;weiblich;15 bis 64 Jahre;35 bis 39 Jahre;30 bis 49 Jahre;1
2015;20402;weiblich;15 bis 64 Jahre;40 bis 44 Jahre;30 bis 49 Jahre;1
2015;20402;weiblich;15 bis 64 Jahre;45 bis 49 Jahre;30 bis 49 Jahre;1
2015;20402;weiblich;65 Jahre und älter;100 Jahre und älter;85 Jahre und älter;1
2015;20403;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20403;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20403;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20403;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;1
2015;20403;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20403;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20405;männlich;15 bis 64 Jahre;20 bis 24 Jahre;15 bis 29 Jahre;1
2015;20405;männlich;15 bis 64 Jahre;40 bis 44 Jahre;30 bis 49 Jahre;1
2015;20405;weiblich;65 Jahre und älter;100 Jahre und älter;85 Jahre und älter;1
2015;20405;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2015;20409;männlich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;1
2015;20409;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2015;20409;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20409;weiblich;15 bis 64 Jahre;35 bis 39 Jahre;30 bis 49 Jahre;1
2015;20409;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20409;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20409;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20409;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2015;20409;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;1
2015;20409;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;1
2015;20412;männlich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;1
2015;20412;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20414;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2015;20414;männlich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;1
2015;20414;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2015;20414;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;1
2015;20415;männlich;15 bis 64 Jahre;40 bis 44 Jahre;30 bis 49 Jahre;1
2015;20415;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2015;20415;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20415;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2015;20415;männlich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;1
2015;20415;weiblich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;1
2015;20415;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20416;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2015;20416;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2015;20416;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2015;20416;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2015;20416;männlich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;1
2015;20416;weiblich;15 bis 64 Jahre;25 bis 29 Jahre;15 bis 29 Jahre;1
2015;20416;weiblich;15 bis 64 Jahre;40 bis 44 Jahre;30 bis 49 Jahre;1
2015;20416;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20416;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;1
2015;20416;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;1
2015;20417;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2015;20417;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2015;20417;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2015;20417;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;1
2015;20417;männlich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;1
2015;20417;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20417;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20417;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2015;20417;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;1
2015;20418;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2015;20418;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20418;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20418;männlich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;1
2015;20418;weiblich;15 bis 64 Jahre;30 bis 34 Jahre;30 bis 49 Jahre;1
2015;20418;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20419;männlich;15 bis 64 Jahre;15 bis 19 Jahre;15 bis 29 Jahre;1
2015;20419;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2015;20419;weiblich;15 bis 64 Jahre;45 bis 49 Jahre;30 bis 49 Jahre;1
2015;20419;weiblich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2015;20421;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2015;20421;weiblich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;1
2015;20421;weiblich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2015;20424;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20424;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2015;20424;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;1
2015;20425;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2015;20425;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2015;20425;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20425;männlich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;1
2015;20425;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2015;20425;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20425;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20425;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20425;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;1
2015;20425;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;1
2015;20428;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2015;20428;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20428;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2015;20428;weiblich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2015;20428;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20428;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20428;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20428;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;1
2015;20432;männlich;15 bis 64 Jahre;35 bis 39 Jahre;30 bis 49 Jahre;1
2015;20432;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2015;20432;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2015;20432;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;1
2015;20435;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2015;20435;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20435;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20435;männlich;unter 15 Jahre;unter 5 Jahre;unter 15 Jahre;1
2015;20435;weiblich;65 Jahre und älter;100 Jahre und älter;85 Jahre und älter;1
2015;20435;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2015;20435;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20435;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2015;20435;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;1
2015;20435;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;1
2015;20441;männlich;15 bis 64 Jahre;45 bis 49 Jahre;30 bis 49 Jahre;1
2015;20441;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2015;20441;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20441;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2015;20441;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20441;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;1
2015;20441;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;1
2015;20442;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20442;männlich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;1
2015;20442;weiblich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2015;20442;weiblich;65 Jahre und älter;100 Jahre und älter;85 Jahre und älter;1
2015;20442;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2015;20442;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20442;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20501;männlich;15 bis 64 Jahre;35 bis 39 Jahre;30 bis 49 Jahre;1
2015;20501;männlich;15 bis 64 Jahre;40 bis 44 Jahre;30 bis 49 Jahre;1
2015;20501;männlich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;1
2015;20501;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2015;20501;männlich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;1
2015;20501;weiblich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2015;20501;weiblich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2015;20501;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20501;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20501;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;1
2015;20502;männlich;15 bis 64 Jahre;25 bis 29 Jahre;15 bis 29 Jahre;1
2015;20502;männlich;15 bis 64 Jahre;45 bis 49 Jahre;30 bis 49 Jahre;1
2015;20502;männlich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;1
2015;20502;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2015;20502;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20502;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2015;20502;weiblich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;1
2015;20502;weiblich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2015;20503;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2015;20503;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20503;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;1
2015;20503;weiblich;15 bis 64 Jahre;40 bis 44 Jahre;30 bis 49 Jahre;1
2015;20503;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2015;20504;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20504;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20504;weiblich;15 bis 64 Jahre;45 bis 49 Jahre;30 bis 49 Jahre;1
2015;20504;weiblich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2015;20504;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2015;20504;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2015;20505;männlich;15 bis 64 Jahre;35 bis 39 Jahre;30 bis 49 Jahre;1
2015;20505;männlich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;1
2015;20505;männlich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;1
2015;20505;weiblich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2015;20505;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20506;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2015;20506;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20506;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20508;männlich;15 bis 64 Jahre;30 bis 34 Jahre;30 bis 49 Jahre;1
2015;20508;männlich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;1
